task,split_name,split_fold,model,mode,calibration_method,intervention_id,seed,accuracy__k1_shuffle,accuracy__k2_shuffle,accuracy__k3_shuffle,accuracy__matched_negative_replacement,accuracy__motif_disruption,accuracy__motif_preserving_flank_shuffle,accuracy__original,accuracy__reverse_complement,auprc__k1_shuffle,auprc__k2_shuffle,auprc__k3_shuffle,auprc__matched_negative_replacement,auprc__motif_disruption,auprc__motif_preserving_flank_shuffle,auprc__original,auprc__reverse_complement,auroc__k1_shuffle,auroc__k2_shuffle,auroc__k3_shuffle,auroc__matched_negative_replacement,auroc__motif_disruption,auroc__motif_preserving_flank_shuffle,auroc__original,auroc__reverse_complement,brier__k1_shuffle,brier__k2_shuffle,brier__k3_shuffle,brier__matched_negative_replacement,brier__motif_disruption,brier__motif_preserving_flank_shuffle,brier__original,brier__reverse_complement,calibration_shift__k1_shuffle,calibration_shift__k2_shuffle,calibration_shift__k3_shuffle,calibration_shift__matched_negative_replacement,calibration_shift__motif_disruption,calibration_shift__motif_preserving_flank_shuffle,calibration_shift__reverse_complement,ece__k1_shuffle,ece__k2_shuffle,ece__k3_shuffle,ece__matched_negative_replacement,ece__motif_disruption,ece__motif_preserving_flank_shuffle,ece__original,ece__reverse_complement,flip_rate__k1_shuffle,flip_rate__k2_shuffle,flip_rate__k3_shuffle,flip_rate__matched_negative_replacement,flip_rate__motif_disruption,flip_rate__motif_preserving_flank_shuffle,flip_rate__reverse_complement,mcc__k1_shuffle,mcc__k2_shuffle,mcc__k3_shuffle,mcc__matched_negative_replacement,mcc__motif_disruption,mcc__motif_preserving_flank_shuffle,mcc__original,mcc__reverse_complement,mean_abs_delta__k1_shuffle,mean_abs_delta__k2_shuffle,mean_abs_delta__k3_shuffle,mean_abs_delta__matched_negative_replacement,mean_abs_delta__motif_disruption,mean_abs_delta__motif_preserving_flank_shuffle,mean_abs_delta__reverse_complement,positive_prob_drop__k1_shuffle,positive_prob_drop__k2_shuffle,positive_prob_drop__k3_shuffle,positive_prob_drop__matched_negative_replacement,positive_prob_drop__motif_disruption,positive_prob_drop__motif_preserving_flank_shuffle,positive_prob_drop__reverse_complement
gc_correlated,synthetic_default,none,small_cnn,full,none,standard,49,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.0001140216626586,2.8537348982312673e-14,,,4.2745615531379566e-06,,1.75655409248075e-09,4.459658458494654e-06,0.0002381508196596,-9.502177410469768e-07,,,4.526972770690918e-05,,4.6298241726083766e-05,0.0002391050926595,4.055258795432337e-09,,,4.622400070675159e-05,,9.542729998424091e-07,4.7252514725926176e-05,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0002400689263595,9.540646033201483e-07,,,4.5294375013327226e-05,,4.817640365217813e-05,0.0004763007164001,-1.9073486328125e-06,,,9.053945541381836e-05,,9.256601333618164e-05
gc_correlated,synthetic_default,none,small_cnn,full,none,standard,61,0.999,0.999,,,0.999,,0.999,0.999,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,9.114429701556464e-07,3.067914886354005e-06,,,0.0008682301936349,,0.0008682301936336,1.2414021905131857e-06,-0.0008970880312053,-0.0008828979711769,,,0.0,,-0.0008945599779044,3.683933027787134e-05,5.102939030621201e-05,,,0.0009339273614832,,0.0009339273614832,3.936738357879221e-05,0.001,0.001,,,0.0,,0.001,,,,,,,,,0.0009663209202699,0.0009848753688856,,,8.344650526126427e-10,,0.0009730250458233,1.1920928955078125e-07,0.0,,,0.0,,0.0
gc_correlated,synthetic_default,none,small_cnn_rc_aug,full,none,standard,-1,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.3327553349434956e-05,1.4955019760726916e-10,,,1.3548139895139342e-06,,1.1723551683090448e-06,1.3700126487834025e-06,4.72122999559038e-05,-1.5182113243986962e-05,,,5.573034286499024e-06,,2.7104494226398227e-06,6.257869674763057e-05,1.842835477398148e-07,,,2.09394310782258e-05,,1.5366396791726776e-05,1.80768462143666e-05,0.0,0.0,,,0.0,,0.0,,,,,,,,,7.794341513580604e-05,1.5545785515147514e-05,,,5.5716336064493e-06,,3.344053526532775e-05,8.614063262939453e-05,-3.0338764190673828e-05,,,1.1146068572998049e-05,,5.4836273193359375e-06
gc_correlated,synthetic_default,none,small_cnn_rc_aug,full,none,standard,11,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,2.8421728193689445e-17,4.579949538210655e-12,,,2.361393186589569e-07,,5.341135534044205e-12,1.0053880899379444e-07,-5.960486092185443e-08,-6.7342029997610915e-09,,,1.0818243026733398e-05,,7.033356897979254e-06,1.55582930436507e-13,5.287081350502376e-08,,,1.0877848043238183e-05,,5.960501650478485e-08,7.092961914484039e-06,0.0,0.0,,,0.0,,0.0,,,,,,,,,5.1975693082795273e-08,1.0472661671201425e-07,,,1.081430946214823e-05,,7.143626589822816e-06,-1.1920928955078125e-07,-1.1920928955078125e-07,,,2.16364860534668e-05,,1.4066696166992188e-05
gc_correlated,synthetic_default,none,small_cnn_rc_aug,full,none,standard,23,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,8.683848630241427e-07,2.1004588401303725e-14,,,2.171814162607273e-14,,2.171814162607273e-14,1.5880818573789314e-16,2.0834425904059373e-05,1.7990409162394002e-10,,,0.0,,-3.5595916769715062e-09,2.0838457203353755e-05,4.211203386006446e-09,,,4.031299294382506e-09,,4.031299294382506e-09,4.717076174109991e-10,0.0,0.0,,,0.0,,0.0,,,,,,,,,2.084266634483356e-05,8.384234639891021e-09,,,0.0,,4.553363019965673e-09,0.0,0.0,,,0.0,,0.0
gc_correlated,synthetic_default,none,small_cnn_rc_aug,full,none,standard,37,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.3440177945608702e-14,9.004609807588902e-20,,,2.957881787200161e-14,,2.9401182188061595e-14,1.1368683776366422e-16,-1.241487135317243e-09,-3.8274420980678744e-09,,,0.0,,-3.834149565740046e-09,2.5926707447609942e-09,6.7157820103636015e-12,,,3.834157880078237e-09,,3.834157880078237e-09,8.314338190910757e-15,0.0,0.0,,,0.0,,0.0,,,,,,,,,6.426828846883836e-09,3.8408738411988e-09,,,2.9802321721561503e-10,,4.0725725014567615e-09,0.0,0.0,,,0.0,,0.0
gc_correlated,synthetic_default,none,small_cnn_rc_aug,full,none,standard,49,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,5.496362565261836e-05,6.967453402901376e-18,,,3.975334597470627e-07,,5.137202702283671e-12,8.260953648069369e-07,0.0001662225814897,-5.955070121613573e-08,,,1.4036893844604494e-05,,2.026573157756914e-05,0.0001662821926409,6.044993672293941e-11,,,1.4096504995757353e-05,,5.961115115285867e-08,2.0325342728722e-05,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0001663475122768,5.269785319228505e-08,,,1.4047920558368787e-05,,2.037440390267875e-05,0.0003324747085571,-1.1920928955078125e-07,,,2.8073787689208984e-05,,4.0531158447265625e-05
gc_correlated,synthetic_default,none,small_cnn_rc_aug,full,none,standard,61,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0805756218063678e-05,7.431500268522344e-10,,,6.140397117866693e-06,,5.861765312087664e-06,5.923429069843786e-06,4.906533873369823e-05,-7.584063377771247e-05,,,3.0100345611572266e-06,,-1.373944762110656e-05,0.0001257702410675,8.642685560893105e-07,,,7.971493689495901e-05,,7.670490233380178e-05,6.296545471269522e-05,0.0,0.0,,,0.0,,0.0,,,,,,,,,0.0002024684945354,7.755927799735218e-05,,,2.9956399885122664e-06,,0.0001396760198986,9.834766387939452e-05,-0.0001514554023742,,,6.020069122314453e-06,,-2.7179718017578125e-05
gc_matched,synthetic_default,none,kmer_logistic_regression,frozen,none,standard,-1,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4957614003908556,0.4835152180246019,,,0.4737851650288983,,4.517980320835594e-05,4.189813729377258e-05,0.491680494201716,0.4796320886634865,,,0.4694532363704859,,0.0001568729330594,0.4959618303655436,0.4839134248273141,,,0.4737345725343135,,0.0042813361638276,0.004438209096887,0.5005,0.489,,,0.478,,0.0,,,,,,,,,0.4981937013203175,0.4865054173673747,,,0.4740082015778434,,0.0024389915722817,0.9486502723543186,0.9349175741117728,,,0.9480164031556868,,0.0002930536420778
gc_matched,synthetic_default,none,kmer_logistic_regression,frozen,none,standard,42,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4957614003908556,0.4835152180246019,,,0.4737851650288983,,4.517980320835594e-05,4.189813729377258e-05,0.491680494201716,0.4796320886634865,,,0.4694532363704859,,0.0001568729330594,0.4959618303655436,0.4839134248273141,,,0.4737345725343135,,0.0042813361638276,0.004438209096887,0.5005,0.489,,,0.478,,0.0,,,,,,,,,0.4981937013203175,0.4865054173673747,,,0.4740082015778434,,0.0024389915722817,0.9486502723543186,0.9349175741117728,,,0.9480164031556868,,0.0002930536420778
gc_matched,synthetic_default,none,small_cnn,full,none,standard,-1,0.9969,0.9969,,,0.9969,,0.9969,0.9969,,,,,,,,,0.99996,0.99996,,,0.99996,,0.99996,0.99996,0.4767692979507432,0.4724191102230528,,,0.4485147396940487,,0.0064431178955701,0.00660364231464,0.4340689612195361,0.4310803741815035,,,0.4108016815796029,,0.000266154579958,0.4743623033341485,0.4713737162961159,,,0.4510950236942153,,0.0402933421146124,0.0405594966945704,0.5033,0.4999999999999999,,,0.4770999999999999,,0.0029,,,,,,,,,0.4772200763225555,0.4728133976459503,,,0.4348282098770141,,0.0253716811537742,0.8762707710266113,0.8671098589897156,,,0.8696561455726624,,0.000115156173706
gc_matched,synthetic_default,none,small_cnn,full,none,standard,11,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.5014324411133079,0.4891443910860312,,,0.4702034272646637,,0.0004430274692164,0.0003764004917164,0.4928316814517602,0.4804189922669903,,,0.4617960485501681,,-8.096037455830075e-05,0.5012983287842944,0.4888856395995244,,,0.4702626958827022,,0.0084666473325341,0.0083856869579758,0.51,0.4975,,,0.478,,0.0,,,,,,,,,0.5062153935432434,0.4939592480659485,,,0.4702416658401489,,0.0058389510959386,0.944743037223816,0.9271917343139648,,,0.9404817819595336,,0.0001026391983032
gc_matched,synthetic_default,none,small_cnn,full,none,standard,23,0.996,0.996,,,0.996,,0.996,0.996,,,,,,,,,0.999999,0.999999,,,0.999999,,0.999999,0.999999,0.4614190939704792,0.4621324235062466,,,0.4049153678260121,,0.0059981824817182,0.006577587790738,0.412621920648031,0.4147934517413378,,,0.3729277269039304,,-0.000756462013349,0.4574823402864859,0.4596538713797927,,,0.4177881465423853,,0.0448604196384549,0.0441039576251059,0.5055,0.507,,,0.477,,0.004,,,,,,,,,0.4864943623542785,0.4867753982543945,,,0.4163521230220794,,0.0285407733172178,0.8656149506568909,0.8613105416297913,,,0.8327043056488037,,-0.0022691488265991
gc_matched,synthetic_default,none,small_cnn,full,none,standard,37,0.999,0.999,,,0.999,,0.999,0.999,,,,,,,,,0.999998,0.999998,,,0.999998,,0.999998,0.999998,0.4836233659430767,0.4863627763713722,,,0.4700088204490612,,0.0063195528529277,0.0063529176886135,0.4375924157768023,0.4400945469785948,,,0.425583375914488,,0.0010172289218753,0.4830968342225533,0.4855989654243458,,,0.471087794360239,,0.045504418445751,0.0465216473676264,0.4965,0.5005,,,0.4775,,0.0015,,,,,,,,,0.4575940370559692,0.4619113802909851,,,0.4341636300086975,,0.0312841236591339,0.85842365026474,0.8539246916770935,,,0.8683273792266846,,-8.249282836914062e-05
gc_matched,synthetic_default,none,small_cnn,full,none,standard,49,0.9965,0.9965,,,0.9965,,0.9965,0.9965,,,,,,,,,0.999803,0.999803,,,0.999803,,0.999803,0.999803,0.457541434710575,0.4527685273456225,,,0.432517460519481,,0.015420571586226,0.0158709208155042,0.3657938282592222,0.3647150524333119,,,0.3469156363820657,,0.0011341092418879,0.4511698002964258,0.4500910244705155,,,0.4322916084192693,,0.0853759720372036,0.0865100812790915,0.501,0.5005,,,0.4765,,0.002,,,,,,,,,0.43653604388237,0.4325631856918335,,,0.3892730176448822,,0.0427914261817932,0.7891440391540527,0.781137228012085,,,0.7785460352897644,,0.0031087398529052
gc_matched,synthetic_default,none,small_cnn,full,none,standard,61,0.993,0.993,,,0.993,,0.993,0.993,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4798301540162769,0.4716874328059914,,,0.4649286224110251,,0.004034255087762,0.0038403847866281,0.4615049599618649,0.4553798274872824,,,0.4467856201473624,,1.6857123933702173e-05,0.4787642130809835,0.472639080606401,,,0.4640448732664809,,0.0172592531191185,0.0172761102430522,0.5035,0.4945,,,0.4765,,0.007,,,,,,,,,0.4992605447769165,0.4888577759265899,,,0.4641106128692627,,0.0184031315147876,0.9234281778335572,0.9119850993156432,,,0.9282212257385254,,-0.0002839565277099
gc_matched,synthetic_default,none,small_cnn_rc_aug,full,none,standard,-1,0.9995,0.9995,,,0.9995,,0.9995,0.9995,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.49603435909987,0.4935088158643863,,,0.4727720292886396,,0.0004616031409522,0.0004238416005541,0.4923529253337823,0.4900693539169325,,,0.4695373417303257,,-2.674245836099993e-05,0.4960729505795752,0.4937893791627255,,,0.4732573669761186,,0.0037200252457929,0.0036932827874319,0.5006999999999999,0.4983000000000001,,,0.4779,,0.0009,,,,,,,,,0.5004824936389923,0.4978588163852692,,,0.4742083251476288,,0.0033522296929731,0.9465925097465516,0.9380255103111268,,,0.9484166622161864,,-4.392862319946289e-05
gc_matched,synthetic_default,none,small_cnn_rc_aug,full,none,standard,11,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.5076899632835132,0.4960947328927123,,,0.4764391506352224,,0.0002415266339168,0.0003291884159119,0.5062703739878488,0.494378298204625,,,0.4753555651052157,,-0.0001326605784707,0.5077733277344377,0.4958812519512139,,,0.4768585188518046,,0.0015029537465889,0.0013702931681182,0.509,0.498,,,0.478,,0.0005,,,,,,,,,0.5099249482154846,0.4987863302230835,,,0.4770492613315582,,0.0017563075525686,0.9586107134819032,0.9412865042686462,,,0.9540984630584716,,3.993511199951172e-06
gc_matched,synthetic_default,none,small_cnn_rc_aug,full,none,standard,23,0.9985,0.9985,,,0.9985,,0.9985,0.9985,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4961456164883289,0.4957779331216309,,,0.467266800433229,,0.0008849363121612,0.0008390435508367,0.4916031394642778,0.4911339489631355,,,0.4650734481848776,,0.0005814218418673,0.4962196250404231,0.4957504345392808,,,0.4696899337610229,,0.0046164855761453,0.0051979074180126,0.504,0.503,,,0.478,,0.002,,,,,,,,,0.5049370527267456,0.5040095448493958,,,0.4717798829078674,,0.0047719022259116,0.9434791803359984,0.9365243911743164,,,0.9435597658157348,,-2.2411346435546875e-05
gc_matched,synthetic_default,none,small_cnn_rc_aug,full,none,standard,37,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4946913864786771,0.4993155321276291,,,0.4766602168251509,,0.0001254217189666,0.0003595605829129,0.4936165475294403,0.4987011805689254,,,0.476363475690625,,0.0002824209350802,0.4944130042644684,0.4994976373039535,,,0.4771599324256531,,0.0007964567350281,0.0010788776701083,0.4955,0.5005,,,0.478,,0.0005,,,,,,,,,0.4963280856609344,0.500970184803009,,,0.4771837294101715,,0.0014416225021705,0.9450505971908568,0.9392259120941162,,,0.9543675184249878,,-1.0132789611816406e-06
gc_matched,synthetic_default,none,small_cnn_rc_aug,full,none,standard,49,0.9995,0.9995,,,0.9995,,0.9995,0.9995,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4865098826660781,0.4883999984202362,,,0.4668974721113868,,0.00083968795335,0.0005731243068373,0.4765491229491309,0.4794817275581882,,,0.4561088209161535,,-0.0004746221937238,0.486725033137016,0.4896576377460733,,,0.4662847311040387,,0.0101759101878851,0.0097012879941612,0.498,0.5,,,0.478,,0.001,,,,,,,,,0.4943643510341644,0.4960473775863647,,,0.4683813452720642,,0.0072692451067268,0.9350453019142152,0.9334951639175416,,,0.9367627501487732,,-0.0001375079154968
gc_matched,synthetic_default,none,small_cnn_rc_aug,full,none,standard,61,0.9995,0.9995,,,0.9995,,0.9995,0.9995,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,0.4951349465827532,0.4879558827597228,,,0.4765965064382088,,0.0002164430863662,1.829114627170296e-05,0.493725442738214,0.486651614289789,,,0.4747853987547569,,-0.0003902722965576,0.4952337627215311,0.488159934273106,,,0.4762937187380739,,0.001508319983317,0.0011180476867593,0.497,0.49,,,0.4775,,0.0005,,,,,,,,,0.4968580305576324,0.4894806444644928,,,0.4766474068164825,,0.0015220710774883,0.950776755809784,0.9395955801010132,,,0.9532948136329652,,-6.270408630371094e-05
gue_emp_h3k14ac,matched_test,none,caduceus_ph,frozen,none,standard,2026,0.529678982434888,0.5227135069654755,0.5411871592973955,0.5024227740763174,0.5551181102362205,0.526953361599031,0.5590551181102362,0.5605693519079346,0.6167356408889333,0.6319805831690166,0.6484685520850513,0.59677693360236,0.6608573597642771,0.623172818654489,0.6622166439959818,0.6616493105444188,0.5348123773340296,0.5552289464681204,0.5758135717329589,0.5252350535078716,0.5939628836031234,0.5419611400207669,0.5968528488515163,0.5907776947500465,0.2476755822041113,0.2478105971847372,0.2462252404994858,0.2507657439814334,0.2440850148461551,0.2468134826311989,0.244065659741851,0.2443873599499519,-0.0086400353596101,0.0048460230259894,0.0038935661930791,0.0069159443972295,-0.0009767322905902,-0.0087189336044525,-0.0003707473136918,0.0641188409304628,0.0776048993160624,0.0766524424831521,0.0796748206873025,0.0717821439994827,0.0640399426856204,0.072758876290073,0.0723881289763811,0.2225923682616596,0.1393095093882495,0.1196244700181708,0.2086614173228346,0.0136281041792852,0.2162325863113264,0.1468806783767413,0.0497800879512927,0.0729335995746844,0.1103436806375322,0.0363907556848039,0.1225085011503515,0.0423822766079603,0.1337171183371597,0.1355117187079673,0.0246179921860592,0.0147755962774106,0.0127280576662736,0.0211544048896534,0.0018870186188935,0.0238213348585993,0.0161711218506966,-0.0047308078493204,0.0075089094076004,0.0052970088148199,0.0121066701150943,-0.0007956639421562,-0.0055431451820228,-7.142479462862728e-05
